sales_line_sk,row_id_bk,order_id_bk,order_date_sk,ship_date_sk,customer_sk,product_sk,geography_sk,market_sk,ship_mode_sk,order_priority_sk,discount_band_sk,profitability_band_sk,sales_amount,profit_amount,quantity_sold,discount_rate,shipping_cost,days_to_ship,margin_pct,order_line_count,profitable_flag
32369,25538,ID-2012-37740,20121001,20121002,3576,7740,3797,1,1,4,3,1,116,32.05,4,0.17,20.14,1,0.2763,1,True
32370,25537,ID-2012-37740,20121001,20121002,3576,7596,3797,1,1,4,3,2,184,-33.34,5,0.17,27.15,1,-0.1812,1,False
32371,25829,IN-2012-42220,20121002,20121002,1566,7648,3794,1,2,2,3,3,35,2.91,1,0.17,5.6,0,0.0831,1,True
32372,25828,IN-2012-42220,20121002,20121002,1566,7591,3794,1,2,2,3,4,115,17.94,5,0.17,20.49,0,0.156,1,True
32373,29290,IN-2012-61295,20121004,20121007,3174,7526,3794,1,3,4,3,3,328,23.52,9,0.17,50.27,3,0.0717,1,True
32374,26059,IN-2012-35717,20121115,20121117,813,2981,3797,1,3,1,3,4,24,3.82,2,0.17,7.04,2,0.1592,1,True
32375,26060,IN-2012-35717,20121115,20121117,813,4940,3797,1,3,1,3,4,124,16.38,9,0.17,21.11,2,0.1321,1,True
32376,20805,IN-2013-20744,20130126,20130126,327,3299,3794,1,2,1,3,4,210,22.61,5,0.17,40.29,0,0.1077,1,True
32377,20804,IN-2013-20744,20130126,20130126,327,3161,3794,1,2,1,3,3,81,4.82,2,0.17,12.33,0,0.0595,1,True
32378,25697,ID-2013-75610,20130206,20130207,1083,3900,3795,1,1,4,3,3,133,11.09,5,0.17,24.3,1,0.0834,1,True
32379,25698,ID-2013-75610,20130206,20130207,1083,6348,3795,1,1,4,3,1,170,63.44,4,0.17,18.66,1,0.3732,1,True
32380,24787,IN-2013-15158,20130311,20130311,3276,3925,3794,1,2,1,3,1,166,58.07,4,0.17,35.14,0,0.3498,1,True
32381,28267,IN-2013-10748,20130319,20130323,1656,3530,3793,1,3,4,3,1,13,2.7,1,0.17,0.87,4,0.2077,1,True
32382,28270,IN-2013-10748,20130319,20130323,1656,5829,3793,1,3,4,3,2,19,-0.92,2,0.17,2.24,4,-0.0484,1,False
32383,27770,IN-2013-39686,20130320,20130323,3546,2386,2284,1,3,2,3,1,489,164.85,14,0.17,63.01,3,0.3371,1,True
32384,27769,IN-2013-39686,20130320,20130323,3546,7780,2284,1,3,2,3,3,23,2.17,1,0.17,2.16,3,0.0943,1,True
32385,27771,IN-2013-39686,20130320,20130323,3546,7572,2284,1,3,2,3,3,38,3.15,3,0.17,8.26,3,0.0829,1,True
32386,23170,ID-2013-68799,20130618,20130621,624,2946,3794,1,1,2,3,2,48,-8.7,2,0.17,12.66,3,-0.1812,1,False
32387,27178,ID-2013-21129,20130814,20130817,1167,3073,3794,1,1,4,3,2,83,-16.92,7,0.17,14.24,3,-0.2039,1,False
32388,27612,IN-2013-47071,20130820,20130820,3672,2651,2284,1,2,1,3,2,1549,-56.11,6,0.17,265.14,0,-0.0362,1,False
32389,27611,IN-2013-47071,20130820,20130820,3672,3686,2284,1,2,1,3,2,36,-2.19,5,0.17,10.49,0,-0.0608,1,False
32390,27056,ID-2013-21437,20131106,20131109,3124,3189,3794,1,1,4,3,2,55,-11.28,3,0.17,8.89,3,-0.2051,1,False
32391,29607,ID-2013-79117,20131218,20131220,2647,7459,3794,1,3,2,3,4,90,13.0,8,0.17,7.66,2,0.1444,1,True
32392,23858,IN-2013-35339,20131220,20131222,4279,2703,3794,1,1,4,3,4,751,144.75,3,0.17,71.71,2,0.1927,1,True
32393,23859,IN-2013-35339,20131220,20131222,4279,6645,3794,1,1,4,3,4,66,10.22,3,0.17,7.86,2,0.1548,1,True
32394,21527,ID-2014-26316,20140120,20140125,2175,2411,3794,1,3,4,3,2,162,-25.48,3,0.17,1.58,5,-0.1573,1,False
32395,28989,IN-2014-20856,20140127,20140131,2643,4450,2284,1,3,2,3,1,28,8.85,2,0.17,2.3,4,0.3161,1,True
32396,26475,ID-2014-41597,20140315,20140317,3088,5548,3794,1,3,2,3,4,23,2.64,6,0.17,2.98,2,0.1148,1,True
32397,26476,ID-2014-41597,20140315,20140317,3088,5555,3794,1,3,2,3,1,30,7.18,4,0.17,4.09,2,0.2393,1,True
32398,26220,IN-2014-28640,20140430,20140502,2144,4436,2284,1,1,1,3,2,93,-15.82,6,0.17,38.67,2,-0.1701,1,False
32399,26219,IN-2014-28640,20140430,20140502,2144,5129,2284,1,1,1,3,3,55,3.88,5,0.17,11.48,2,0.0705,1,True
32400,24783,ID-2014-33148,20140507,20140511,3528,2519,3793,1,3,4,3,2,933,-78.74,2,0.17,28.51,4,-0.0844,1,False
32401,21856,IN-2014-72719,20140606,20140608,2631,4529,2284,1,3,2,3,1,65,20.21,3,0.17,2.16,2,0.3109,1,True
32402,21149,IN-2014-18392,20140611,20140613,2277,3477,2284,1,1,2,3,1,16,3.51,4,0.17,3.02,2,0.2194,1,True
32403,30268,IN-2014-40092,20140623,20140626,3665,5756,2284,1,3,1,3,2,22,-1.36,3,0.17,6.64,3,-0.0618,1,False
32404,20532,IN-2014-78438,20140825,20140825,2989,3056,2284,1,2,4,3,4,79,10.46,2,0.17,16.64,0,0.1324,1,True
32405,20531,IN-2014-78438,20140825,20140825,2989,4554,2284,1,2,4,3,1,63,16.79,2,0.17,12.67,0,0.2665,1,True
32406,22924,IN-2014-68778,20141007,20141009,1175,4821,3794,1,1,2,3,1,121,48.11,8,0.17,24.3,2,0.3976,1,True
32407,28534,ID-2014-11910,20141009,20141012,4234,5589,3797,1,1,2,3,2,45,-1.14,4,0.17,8.4,3,-0.0253,1,False
32408,28533,ID-2014-11910,20141009,20141012,4234,6667,3797,1,1,2,3,2,28,-2.67,2,0.17,7.25,3,-0.0954,1,False
32409,29821,IN-2014-50228,20141027,20141028,3766,5741,2284,1,1,4,3,2,64,-0.89,7,0.17,7.49,1,-0.0139,1,False
32410,29222,IN-2014-50109,20141118,20141120,2643,7695,2284,1,1,4,3,1,80,23.04,4,0.17,12.51,2,0.288,1,True
32411,29223,IN-2014-50109,20141118,20141120,2643,7771,2284,1,1,4,3,4,42,7.97,2,0.17,2.75,2,0.1898,1,True
32412,30273,IN-2014-34632,20141120,20141123,3276,2687,3794,1,1,4,3,4,2191,316.7,5,0.17,280.47,3,0.1445,1,True
32413,30272,IN-2014-34632,20141120,20141123,3276,3388,3794,1,1,4,3,3,70,3.27,5,0.17,5.64,3,0.0467,1,True
32414,30271,IN-2014-34632,20141120,20141123,3276,4566,3794,1,1,4,3,1,75,16.18,3,0.17,14.15,3,0.2157,1,True
32415,26773,IN-2014-44110,20141203,20141203,1179,2883,3794,1,2,2,3,3,63,2.28,3,0.17,0.66,0,0.0362,1,True
32416,23586,IN-2014-77605,20141216,20141216,2662,7704,3794,1,2,4,3,1,139,28.39,6,0.17,14.88,0,0.2042,1,True
32417,29773,ID-2014-52902,20141230,20150101,2534,2903,3794,1,1,2,3,3,113,6.78,3,0.17,5.34,2,0.06,1,True
32418,29775,ID-2014-52902,20141230,20150101,2534,4301,3794,1,1,2,3,1,118,41.24,3,0.17,30.04,2,0.3495,1,True
32419,29772,ID-2014-52902,20141230,20150101,2534,6428,3794,1,1,2,3,1,28,6.59,2,0.17,5.34,2,0.2354,1,True
32420,26074,IN-2011-18987,20110815,20110817,2816,6344,2486,1,1,4,5,2,33,-9.02,4,0.45,7.7,2,-0.2733,1,False
32421,26893,ID-2012-45930,20120110,20120114,4040,2672,2478,1,3,4,3,4,1181,138.83,5,0.15,167.74,4,0.1176,1,True
32422,29153,IN-2012-26484,20120130,20120131,3878,6446,2473,1,1,1,5,2,123,-33.78,5,0.45,20.11,1,-0.2746,1,False
32423,21836,ID-2012-37775,20120503,20120508,1216,2626,2471,1,3,4,3,2,216,-15.28,3,0.15,12.39,5,-0.0707,1,False
32424,27856,ID-2013-20471,20130109,20130112,2821,4651,2478,1,1,4,5,2,54,-38.93,2,0.45,2.87,3,-0.7209,1,False
32425,27854,ID-2013-20471,20130109,20130112,2821,5844,2478,1,1,4,5,2,12,-9.52,3,0.45,1.34,3,-0.7933,1,False
32426,22450,IN-2013-65166,20130507,20130509,2874,3770,2470,1,1,1,3,1,26,5.72,3,0.15,4.92,2,0.22,1,True
32427,22449,IN-2013-65166,20130507,20130509,2874,7453,2470,1,1,1,5,2,103,-28.33,5,0.45,24.57,2,-0.275,1,False
32428,21063,ID-2013-48555,20130620,20130625,1327,5947,2487,1,3,4,5,2,15,-1.15,3,0.45,1.62,5,-0.0767,1,False
32429,21064,ID-2013-48555,20130620,20130625,1327,5697,2487,1,3,4,5,2,17,-4.01,3,0.45,0.51,5,-0.2359,1,False
32430,28920,IN-2013-37446,20130807,20130811,3952,4663,2471,1,3,4,5,2,21,-0.01,1,0.45,1.3,4,-0.0005,1,False
32431,23654,IN-2013-62191,20130822,20130824,2413,7500,2470,1,3,2,5,2,130,-85.48,8,0.45,8.71,2,-0.6575,1,False
32432,27604,IN-2013-53882,20130919,20130921,4461,6509,2473,1,1,2,5,2,118,-43.01,7,0.45,22.79,2,-0.3645,1,False
32433,22016,ID-2013-16306,20131018,20131023,1051,3503,2470,1,3,4,3,2,34,-0.05,3,0.15,3.6,5,-0.0015,1,False
32434,22015,ID-2013-16306,20131018,20131023,1051,7817,2470,1,3,4,5,2,50,-3.6,3,0.45,7.22,5,-0.072,1,False
32435,24434,ID-2014-74238,20140217,20140218,2639,3630,2487,1,1,2,3,4,47,9.19,4,0.15,11.27,1,0.1955,1,True
32436,24436,ID-2014-74238,20140217,20140218,2639,3672,2487,1,1,2,3,1,25,8.24,1,0.15,0.68,1,0.3296,1,True
32437,24433,ID-2014-74238,20140217,20140218,2639,7733,2487,1,1,2,5,2,32,-22.0,5,0.45,6.27,1,-0.6875,1,False
32438,25193,IN-2014-48121,20140218,20140220,955,5740,2487,1,1,2,5,2,12,-6.3,2,0.45,2.79,2,-0.525,1,False
32439,24671,ID-2014-69233,20140304,20140309,3704,3944,2477,1,3,4,3,2,12,-1.87,2,0.15,0.89,5,-0.1558,1,False
32440,21444,ID-2014-27653,20140717,20140719,1301,2525,2472,1,3,1,3,3,142,3.28,2,0.15,17.64,2,0.0231,1,True
32441,27223,IN-2014-13478,20140726,20140730,557,5544,2487,1,3,4,5,2,12,-3.56,2,0.45,0.18,4,-0.2967,1,False
32442,29425,ID-2011-13660,20110110,20110115,427,5055,2820,1,3,4,5,2,12,-5.68,3,0.47,1.04,5,-0.4733,1,False
32443,20566,ID-2011-60882,20110202,20110204,1820,3205,2820,1,3,4,5,2,105,-47.52,4,0.47,13.49,2,-0.4526,1,False
32444,20565,ID-2011-60882,20110202,20110204,1820,5589,2820,1,3,4,5,2,44,-26.34,6,0.47,1.78,2,-0.5986,1,False
32445,24530,IN-2011-48506,20110329,20110331,4479,2488,2820,1,1,4,3,4,110,19.9,2,0.17,10.64,2,0.1809,1,True
32446,26009,IN-2011-57109,20110519,20110524,1704,4462,2820,1,3,4,5,3,65,1.23,3,0.47,3.05,5,0.0189,1,True
32447,26010,IN-2011-57109,20110519,20110524,1704,7560,2820,1,3,4,5,2,35,-2.72,3,0.47,4.33,5,-0.0777,1,False
32448,29055,ID-2011-15711,20110705,20110709,909,3708,2820,1,3,4,3,2,50,-4.2,5,0.17,3.75,4,-0.084,1,False
32449,29056,ID-2011-15711,20110705,20110709,909,4957,2820,1,3,4,5,2,26,-21.82,3,0.47,2.78,4,-0.8392,1,False
32450,29057,ID-2011-15711,20110705,20110709,909,6465,2820,1,3,4,5,2,63,-0.03,4,0.47,4.91,4,-0.0005,1,False
32451,28371,IN-2011-30894,20110831,20110903,255,3723,2820,1,3,1,3,3,61,4.38,5,0.17,22.82,3,0.0718,1,True
32452,28372,IN-2011-30894,20110831,20110903,255,6577,2820,1,3,1,5,2,14,-2.73,2,0.47,3.91,3,-0.195,1,False
32453,24887,IN-2011-44670,20111219,20111223,3766,5052,2820,1,3,4,5,2,38,-13.07,5,0.47,2.8,4,-0.3439,1,False
32454,24886,IN-2011-44670,20111219,20111223,3766,7660,2820,1,3,4,5,2,12,-4.23,1,0.47,0.78,4,-0.3525,1,False
32455,24192,ID-2012-25567,20120424,20120426,846,5802,2820,1,3,2,5,2,15,-3.68,6,0.47,2.39,2,-0.2453,1,False
32456,24191,ID-2012-25567,20120424,20120426,846,7562,2820,1,3,2,5,2,43,-7.34,3,0.47,5.53,2,-0.1707,1,False
32457,23625,ID-2012-60434,20120501,20120504,3631,5922,2820,1,1,4,5,2,11,-0.87,2,0.47,2.48,3,-0.0791,1,False
32458,22047,ID-2012-60980,20120816,20120816,1664,3636,2820,1,2,2,3,1,34,12.92,3,0.17,8.13,0,0.38,1,True
32459,22046,ID-2012-60980,20120816,20120816,1664,5526,2820,1,2,2,5,2,14,-3.64,2,0.47,2.74,0,-0.26,1,False
32460,22048,ID-2012-60980,20120816,20120816,1664,7687,2820,1,2,2,5,2,73,-56.86,3,0.47,7.6,0,-0.7789,1,False
32461,24855,ID-2012-31734,20120827,20120829,2930,4493,2820,1,3,4,5,2,52,-34.68,5,0.47,2.01,2,-0.6669,1,False
32462,24854,ID-2012-31734,20120827,20120829,2930,4260,2820,1,3,4,5,2,124,-63.46,5,0.47,11.13,2,-0.5118,1,False
32463,24745,ID-2012-66496,20120911,20120911,3132,3298,2820,1,2,2,5,3,23,1.29,3,0.47,3.88,0,0.0561,1,True
32464,24744,ID-2012-66496,20120911,20120911,3132,7699,2820,1,2,2,5,2,88,-24.97,4,0.47,16.51,0,-0.2838,1,False
32465,26126,ID-2012-40631,20121120,20121122,2273,5839,2820,1,3,4,5,2,33,-2.52,7,0.47,2.67,2,-0.0764,1,False
32466,26124,ID-2012-40631,20121120,20121122,2273,6611,2820,1,3,4,5,2,16,-6.11,1,0.47,1.31,2,-0.3819,1,False
32467,26125,ID-2012-40631,20121120,20121122,2273,6290,2820,1,3,4,5,2,13,-10.8,1,0.47,1.36,2,-0.8308,1,False
32468,29856,IN-2012-48429,20121121,20121123,3584,5933,2820,1,3,2,5,3,10,0.32,2,0.47,1.14,2,0.032,1,True
32469,28927,ID-2012-67231,20121127,20121201,1935,7814,2820,1,3,2,5,2,82,-57.28,3,0.47,4.54,4,-0.6985,1,False
32470,28928,ID-2012-67231,20121127,20121201,1935,7648,2820,1,3,2,5,2,44,-19.19,2,0.47,6.33,4,-0.4361,1,False
32471,27828,ID-2012-79551,20121225,20121228,576,4666,2820,1,3,4,5,2,74,-21.0,3,0.47,7.13,3,-0.2838,1,False
32472,27827,ID-2012-79551,20121225,20121228,576,7833,2820,1,3,4,5,2,55,-19.66,3,0.47,5.79,3,-0.3575,1,False
32473,20539,ID-2012-31118,20121226,20121228,4625,3095,2820,1,3,2,5,2,132,-24.94,5,0.47,20.57,2,-0.1889,1,False
32474,20540,ID-2012-31118,20121226,20121228,4625,5948,2820,1,3,2,5,2,18,-0.75,3,0.47,2.06,2,-0.0417,1,False
32475,20541,ID-2012-31118,20121226,20121228,4625,5780,2820,1,3,2,5,2,21,-18.2,4,0.47,4.36,2,-0.8667,1,False
32476,29353,ID-2012-20212,20121231,20130102,2310,7576,2820,1,3,4,5,2,7,-0.43,1,0.47,0.67,2,-0.0614,1,False
32477,28854,IN-2013-78389,20130105,20130108,2306,7432,2820,1,1,4,5,2,64,-35.15,5,0.47,5.38,3,-0.5492,1,False
32478,27442,IN-2013-34366,20130114,20130118,1392,6290,2820,1,3,4,5,2,39,-32.4,3,0.47,0.06,4,-0.8308,1,False
32479,21774,ID-2013-63087,20130412,20130417,3985,4708,2820,1,3,4,5,2,26,-22.84,2,0.47,2.96,5,-0.8785,1,False
32480,25679,IN-2013-75106,20130506,20130510,194,3606,2820,1,3,4,3,3,66,0.61,11,0.17,4.96,4,0.0092,1,True
32481,24039,ID-2013-47421,20130508,20130511,2217,3445,2820,1,1,2,3,2,84,-17.3,2,0.17,19.78,3,-0.206,1,False
32482,28109,IN-2013-58929,20130529,20130601,1059,5538,2820,1,3,4,5,2,32,-1.2,5,0.47,3.19,3,-0.0375,1,False
32483,21696,IN-2013-33022,20130606,20130606,3100,2724,2820,1,2,1,3,2,445,-10.73,1,0.17,103.2,0,-0.0241,1,False
32484,24897,IN-2013-61008,20130612,20130614,2635,4880,2820,1,1,4,5,2,6,-3.66,1,0.47,0.5,2,-0.61,1,False
32485,24896,IN-2013-61008,20130612,20130614,2635,7709,2820,1,1,4,5,2,124,-84.06,5,0.47,18.47,2,-0.6779,1,False
32486,28249,IN-2013-42864,20131119,20131119,4570,2595,2820,1,2,2,3,3,1799,86.64,4,0.17,300.5,0,0.0482,1,True
32487,28251,IN-2013-42864,20131119,20131119,4570,5544,2820,1,2,2,5,2,52,-17.97,9,0.47,6.82,0,-0.3456,1,False
32488,30067,ID-2014-73181,20140207,20140210,4028,2954,2820,1,3,4,5,2,85,-14.52,3,0.47,6.26,3,-0.1708,1,False
32489,26655,ID-2014-65551,20140310,20140313,1527,7660,2820,1,1,4,5,2,47,-16.9,4,0.47,8.01,3,-0.3596,1,False
32490,28907,ID-2014-54071,20140509,20140509,2246,3205,2820,1,2,1,5,2,131,-59.4,5,0.47,28.52,0,-0.4534,1,False
32491,29063,ID-2014-13905,20140527,20140529,3708,6561,2820,1,1,2,5,2,44,-36.99,3,0.47,7.11,2,-0.8407,1,False
32492,29653,ID-2014-33330,20140625,20140629,1872,7575,2820,1,3,4,5,2,61,-51.82,5,0.47,8.56,4,-0.8495,1,False
32493,23827,ID-2014-34814,20140808,20140811,2501,3945,2820,1,1,4,3,3,34,2.85,3,0.17,3.52,3,0.0838,1,True
32494,23826,ID-2014-34814,20140808,20140811,2501,5089,2820,1,1,4,5,2,22,-12.52,3,0.47,1.04,3,-0.5691,1,False
32495,24729,ID-2014-12470,20140820,20140823,83,2979,2820,1,1,2,5,2,60,-38.71,2,0.47,8.06,3,-0.6452,1,False
32496,28275,ID-2014-67819,20140903,20140904,1664,7475,2820,1,1,4,5,2,78,-35.52,3,0.47,14.34,1,-0.4554,1,False
32497,25013,ID-2014-55989,20141114,20141118,1175,2525,2820,1,3,4,3,2,139,-0.06,2,0.17,7.61,4,-0.0004,1,False
32498,25012,ID-2014-55989,20141114,20141118,1175,5496,2820,1,3,4,5,2,23,-4.29,6,0.47,3.34,4,-0.1865,1,False
32499,25011,ID-2014-55989,20141114,20141118,1175,7696,2820,1,3,4,5,2,21,-3.61,2,0.47,2.72,4,-0.1719,1,False
32500,22453,IN-2014-61897,20141124,20141124,4308,3692,2820,1,2,2,3,1,26,6.91,2,0.17,2.46,0,0.2658,1,True
32501,26638,IN-2014-18889,20141219,20141224,1858,2697,2820,1,3,4,3,1,770,232.0,3,0.17,22.41,5,0.3013,1,True
32502,26639,IN-2014-18889,20141219,20141224,1858,3477,2820,1,3,4,3,1,8,1.76,2,0.17,0.18,5,0.22,1,True
32503,26640,IN-2014-18889,20141219,20141224,1858,4738,2820,1,3,4,5,3,26,0.46,3,0.47,2.74,5,0.0177,1,True
32504,26641,IN-2014-18889,20141219,20141224,1858,6275,2820,1,3,4,5,2,32,-23.26,2,0.47,3.6,5,-0.7269,1,False
32505,26642,IN-2014-18889,20141219,20141224,1858,6657,2820,1,3,4,5,2,84,-8.05,6,0.47,6.21,5,-0.0958,1,False
32506,26334,IN-2014-30390,20141231,20150103,2156,4654,2820,1,1,2,5,2,21,-14.24,2,0.47,4.6,3,-0.6781,1,False
32507,26360,IN-2011-65159,20110103,20110107,2752,4964,2482,1,3,2,5,3,6,0.55,1,0.45,0.8,4,0.0917,1,True
32508,21015,ID-2011-24454,20110221,20110221,2858,6295,2482,1,2,2,5,2,173,-104.03,6,0.45,37.06,0,-0.6013,1,False
32509,22943,IN-2011-56213,20110228,20110304,1171,3672,2482,1,3,4,3,1,125,41.18,5,0.15,7.71,4,0.3294,1,True
32510,29398,ID-2011-17720,20110311,20110313,3495,5712,2482,1,3,1,5,2,12,-0.45,2,0.45,1.93,2,-0.0375,1,False
32511,26021,IN-2011-68687,20110318,20110322,3700,2519,2482,1,3,2,3,4,543,70.15,9,0.15,80.06,4,0.1292,1,True
32512,24481,ID-2011-30642,20110530,20110603,3926,4739,2482,1,3,2,5,2,55,-0.04,6,0.45,6.6,4,-0.0007,1,False
32513,29825,IN-2011-39994,20110627,20110629,1022,4359,2482,1,1,2,5,2,59,-33.1,7,0.45,0.44,2,-0.561,1,False
32514,27385,ID-2011-40953,20110704,20110707,1,5532,2483,1,1,2,5,2,45,-4.21,7,0.45,6.91,3,-0.0936,1,False
32515,27384,ID-2011-40953,20110704,20110707,1,7735,2483,1,1,2,5,2,52,-23.53,2,0.45,1.77,3,-0.4525,1,False
32516,27387,ID-2011-40953,20110704,20110707,1,7517,2483,1,1,2,5,2,279,-141.96,13,0.45,30.01,3,-0.5088,1,False
32517,21502,ID-2011-53154,20110824,20110827,1293,2791,2482,1,3,1,5,2,61,-6.71,4,0.45,11.6,3,-0.11,1,False
32518,24068,ID-2011-57326,20110901,20110904,592,7517,2482,1,1,2,5,2,64,-32.76,3,0.45,3.1,3,-0.5119,1,False
32519,23231,ID-2011-26974,20111003,20111005,4189,7786,2481,1,1,1,5,2,82,-15.01,3,0.45,30.65,2,-0.183,1,False
32520,22183,IN-2011-22928,20111005,20111008,1071,3820,2482,1,1,4,3,1,54,15.08,5,0.15,10.86,3,0.2793,1,True
32521,24273,IN-2011-42542,20111026,20111030,842,3398,2482,1,3,2,3,1,48,19.27,2,0.15,3.41,4,0.4015,1,True
32522,25544,ID-2011-41919,20111115,20111117,4254,4427,2485,1,1,2,5,2,45,-4.9,2,0.45,5.58,2,-0.1089,1,False
32523,27032,IN-2012-30145,20120521,20120525,3538,5561,2482,1,3,4,5,3,12,1.06,2,0.45,0.75,4,0.0883,1,True
32524,26215,IN-2012-37586,20120611,20120614,2874,5907,2482,1,3,4,5,3,7,0.22,1,0.45,0.42,3,0.0314,1,True
32525,29137,ID-2012-64879,20120611,20120615,1876,3139,2484,1,3,2,5,2,65,-10.7,4,0.45,3.49,4,-0.1646,1,False
32526,26975,ID-2012-44964,20120713,20120716,507,3245,2482,1,1,2,5,2,8,-5.57,1,0.45,0.38,3,-0.6963,1,False
32527,21657,IN-2012-58754,20120726,20120726,4473,4283,2482,1,2,4,5,2,29,-23.41,3,0.45,5.05,0,-0.8072,1,False
32528,27081,ID-2012-36725,20120810,20120811,1628,6663,2484,1,1,4,5,2,49,-18.83,3,0.45,0.03,1,-0.3843,1,False
32529,27095,ID-2012-73062,20120813,20120816,4400,5072,2482,1,3,1,5,2,8,-3.81,1,0.45,0.24,3,-0.4763,1,False
32530,23546,IN-2012-29046,20120823,20120826,3511,3681,2482,1,3,2,3,1,50,20.53,2,0.15,10.43,3,0.4106,1,True
32531,23549,IN-2012-29046,20120823,20120826,3511,6532,2482,1,3,2,5,2,99,-41.6,4,0.45,12.08,3,-0.4202,1,False
32532,23548,IN-2012-29046,20120823,20120826,3511,6057,2482,1,3,2,5,3,35,3.17,3,0.45,2.74,3,0.0906,1,True
32533,28416,ID-2012-54596,20121022,20121024,4775,2979,2482,1,3,2,5,2,63,-36.43,2,0.45,8.98,2,-0.5783,1,False
32534,20475,ID-2012-61722,20121113,20121116,4566,2890,2482,1,1,4,5,2,29,-10.52,3,0.45,2.01,3,-0.3628,1,False
32535,20479,ID-2012-61722,20121113,20121116,4566,5820,2482,1,1,4,5,2,44,-18.42,6,0.45,3.49,3,-0.4186,1,False
32536,22282,ID-2013-33477,20130111,20130115,4396,2510,2481,1,3,4,3,2,57,-7.37,1,0.15,7.49,4,-0.1293,1,False
32537,26729,ID-2013-25742,20130128,20130130,4167,4367,2482,1,1,2,5,2,84,-50.54,3,0.45,4.93,2,-0.6017,1,False
32538,26732,ID-2013-25742,20130128,20130130,4167,4463,2482,1,1,2,5,2,56,-10.13,2,0.45,9.2,2,-0.1809,1,False
32539,26725,ID-2013-25742,20130128,20130130,4167,4828,2482,1,1,2,5,2,22,-14.18,3,0.45,4.22,2,-0.6445,1,False
32540,26726,ID-2013-25742,20130128,20130130,4167,5055,2482,1,1,2,5,2,22,-8.68,5,0.45,1.96,2,-0.3945,1,False
32541,22263,ID-2013-63640,20130508,20130510,3810,5555,2482,1,1,1,5,2,30,-4.4,6,0.45,6.75,2,-0.1467,1,False
32542,22264,ID-2013-63640,20130508,20130510,3810,7635,2482,1,1,1,5,2,27,-16.44,3,0.45,6.66,2,-0.6089,1,False
32543,26484,IN-2013-27541,20130607,20130608,3430,2435,2482,1,1,1,3,3,100,8.21,3,0.15,33.65,1,0.0821,1,True
32544,25135,ID-2013-53224,20130621,20130622,31,2934,2479,1,1,2,5,2,24,-15.24,3,0.45,4.32,1,-0.635,1,False
32545,25137,ID-2013-53224,20130621,20130622,31,3897,2479,1,1,2,3,2,242,-39.99,9,0.15,19.59,1,-0.1652,1,False
32546,28683,IN-2013-19736,20130815,20130817,4479,4570,2485,1,3,4,5,2,99,-54.08,5,0.45,9.37,2,-0.5463,1,False
32547,25661,ID-2013-24615,20130930,20131005,641,2491,2481,1,3,4,3,1,426,150.05,9,0.15,0.43,5,0.3522,1,True
32548,22394,ID-2013-60959,20131111,20131116,2405,4427,2482,1,3,4,5,2,112,-12.25,5,0.45,10.3,5,-0.1094,1,False
32549,26057,ID-2013-30628,20131203,20131205,1531,3088,2482,1,1,2,5,2,114,-70.52,4,0.45,15.92,2,-0.6186,1,False
32550,20659,ID-2013-17097,20131217,20131222,1692,4666,2482,1,3,4,5,2,77,-18.21,3,0.45,9.06,5,-0.2365,1,False
32551,20658,ID-2013-17097,20131217,20131222,1692,4763,2482,1,3,4,5,3,15,1.4,2,0.45,1.15,5,0.0933,1,True
32552,20657,ID-2013-17097,20131217,20131222,1692,5773,2482,1,3,4,5,2,12,-5.23,2,0.45,0.84,5,-0.4358,1,False
32553,29160,ID-2014-24125,20140120,20140122,3227,5033,2482,1,3,4,5,2,43,-14.0,4,0.45,5.95,2,-0.3256,1,False
32554,23176,ID-2014-68099,20140204,20140207,3076,2876,2482,1,1,4,5,2,54,-30.69,2,0.45,8.57,3,-0.5683,1,False
32555,23181,ID-2014-68099,20140204,20140207,3076,3708,2482,1,1,4,3,2,31,-1.8,3,0.15,4.75,3,-0.0581,1,False
32556,23180,ID-2014-68099,20140204,20140207,3076,7718,2482,1,1,4,5,2,36,-15.66,5,0.45,4.36,3,-0.435,1,False
32557,25437,ID-2014-14892,20140320,20140323,1471,4289,2482,1,3,2,5,2,18,-13.87,3,0.45,1.99,3,-0.7706,1,False
32558,28305,ID-2014-62744,20140322,20140324,439,4367,2483,1,3,2,5,2,56,-33.69,2,0.45,4.6,2,-0.6016,1,False
32559,26265,IN-2014-63192,20140326,20140326,1191,7757,2482,1,2,2,5,3,26,2.38,2,0.45,3.65,0,0.0915,1,True
32560,26564,ID-2014-75183,20140513,20140516,2104,5496,2484,1,3,1,5,2,20,-2.86,5,0.45,2.33,3,-0.143,1,False
32561,23136,ID-2014-69058,20140522,20140527,3830,3028,2482,1,3,4,5,3,38,1.32,4,0.45,3.38,5,0.0347,1,True
32562,25676,ID-2014-15480,20140526,20140530,608,3560,2482,1,3,4,3,2,50,-8.33,2,0.15,4.69,4,-0.1666,1,False
32563,25677,ID-2014-15480,20140526,20140530,608,6590,2482,1,3,4,5,3,58,2.01,4,0.45,4.49,4,0.0347,1,True
32564,28875,ID-2014-31363,20140610,20140611,4151,2519,2483,1,1,2,3,2,1434,-84.37,3,0.15,424.81,1,-0.0588,1,False
32565,29703,IN-2014-34534,20140618,20140620,4175,3398,2482,1,3,2,3,1,48,19.27,2,0.15,8.98,2,0.4015,1,True
